Author,Journal ,Country,Year,Study_id,Ingredient_type,Feed_general,Feed_specific,Feed_general_2,Feed_specific_2,Amino_supp,Supplement_type,FM_FO,Fish_group,Fish_sp,Fish_scientific,Life_stage,Replacement,FCR,Marine_ingredient_change,Crop_change,n3n6,Tissue,,,
Wang Y,Aquaculture Research,China,2016,232,Single,Soy,SBM,,,N,,FM,Catfish,Naked catfish,Pseudobagrus ussuriensis,Juvenile,30,1.67,0.3,0,,,,,
Wang Y,Aquaculture Research,China,2016,232,Single,Soy,SBM,,,N,,FM,Catfish,Naked catfish,Pseudobagrus ussuriensis,Juvenile,40,1.66,0.4,0,,,,,
Wang Y,Aquaculture Research,China,2016,232,Single,Soy,SBM,,,N,,FM,Catfish,Naked catfish,Pseudobagrus ussuriensis,Juvenile,50,1.65,0.5,0,,,,,
Wang Y,Aquaculture Research,China,2016,232,Single,Soy,SBM,,,N,,FM,Catfish,Naked catfish,Pseudobagrus ussuriensis,Juvenile,60,1.76,0.6,0,,,,,
Wang Y,Aquaculture Research,China,2016,232.1,Single,Soy,SBM,,,Y,Methionine,FM,Catfish,Naked catfish,Pseudobagrus ussuriensis,Juvenile,0,1.54,0,0,,,,,
Wang Y,Aquaculture Research,China,2016,232.1,Single,Soy,SBM,,,Y,Methionine,FM,Catfish,Naked catfish,Pseudobagrus ussuriensis,Juvenile,60,1.65,0.6,0,,,,,
Watson AM,Aquaculture,USA,2014,233,Single,Soy,SBM,,,Y,Lysine + Methionine + Taurine ,FM,Marine fishes,Cobia,Rachycentron canadum,Juvenile,0,1.2,0,0,,,,,
Watson AM,Aquaculture,USA,2014,233,Single,Soy,SBM,,,Y,Lysine + Methionine + Taurine ,FM,Marine fishes,Cobia,Rachycentron canadum,Juvenile,50,1.23,2.5,-12.3,,,,,
Watson AM,Aquaculture,USA,2014,233,Single,Soy,SBM,,,Y,Lysine + Methionine + Taurine ,FM,Marine fishes,Cobia,Rachycentron canadum,Juvenile,60,1.33,4.4,-14.9,,,,,
Watson AM,Aquaculture,USA,2014,233,Single,Soy,SBM,,,Y,Lysine + Methionine + Taurine ,FM,Marine fishes,Cobia,Rachycentron canadum,Juvenile,70,1.31,5.3,-19.9,,,,,
Watson AM,Aquaculture,USA,2014,233.1,Single,Soy,SBM,,,Y,Lysine + Methionine + Taurine ,FM,Marine fishes,Cobia,Rachycentron canadum,Juvenile,0,1.2,0,0,,,,,
Watson AM,Aquaculture,USA,2014,233.1,Single,Soy,SBM,,,Y,Lysine + Methionine + Taurine ,FM,Marine fishes,Cobia,Rachycentron canadum,Juvenile,40,1.37,4.3,-13,,,,,
Watson AM,Aquaculture,USA,2014,233.1,Single,Soy,SBM,,,Y,Lysine + Methionine + Taurine ,FM,Marine fishes,Cobia,Rachycentron canadum,Juvenile,50,1.48,1.7,-15.6,,,,,
Watson AM,Aquaculture,USA,2014,233.1,Single,Soy,SBM,,,Y,Lysine + Methionine + Taurine ,FM,Marine fishes,Cobia,Rachycentron canadum,Juvenile,60,1.53,1.9,-19,,,,,
Wu Y,Aquaculture Nutrition,China,2015,234,Single,Soy,SPC,,,N,,FM,Marine fishes,Golden Pompano,Trachinotus ovatus,Fingerlings,0,1.43,0,0,,,,,
Wu Y,Aquaculture Nutrition,China,2015,234,Single,Soy,SPC,,,N,,FM,Marine fishes,Golden Pompano,Trachinotus ovatus,Fingerlings,20,1.53,0.5,0,,,,,
Wu Y,Aquaculture Nutrition,China,2015,234,Single,Soy,SPC,,,N,,FM,Marine fishes,Golden Pompano,Trachinotus ovatus,Fingerlings,40,1.58,1.1,-0.2,,,,,
Wu Y,Aquaculture Nutrition,China,2015,234,Single,Soy,SPC,,,N,,FM,Marine fishes,Golden Pompano,Trachinotus ovatus,Fingerlings,60,1.66,1.5,-0.6,,,,,
Wu Y,Aquaculture Nutrition,China,2015,234,Single,Soy,SPC,,,N,,FM,Marine fishes,Golden Pompano,Trachinotus ovatus,Fingerlings,80,1.72,2.2,-1.6,,,,,
Wu Y,Aquaculture Nutrition,China,2015,234.1,Single,Soy,SPC,,,Y,Taurine,FM,Marine fishes,Golden Pompano,Trachinotus ovatus,Fingerlings,0,1.68,0,0,,,,,
Wu Y,Aquaculture Nutrition,China,2015,234.1,Single,Soy,SPC,,,Y,Taurine,FM,Marine fishes,Golden Pompano,Trachinotus ovatus,Fingerlings,40,1.54,1.1,-0.2,,,,,
Wu Y,Aquaculture Nutrition,China,2015,234.1,Single,Soy,SPC,,,Y,Taurine,FM,Marine fishes,Golden Pompano,Trachinotus ovatus,Fingerlings,80,1.51,2.2,-1.6,,,,,
Xie S,Aquaculture,China,2016,235,Single,Soy,SBM + SPC,,,Y,Lysine + Methionine + Valine + Taurine + Threonine + Glycine + Alanine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,0,1.22,0,0,,,,,
Xie S,Aquaculture,China,2016,235,Single,Soy,SBM + SPC,,,Y,Lysine + Methionine + Valine + Taurine + Threonine + Glycine + Alanine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,20,1.22,0.25,-1.63,,,,,
Xie S,Aquaculture,China,2016,235,Single,Soy,SBM + SPC,,,Y,Lysine + Methionine + Valine + Taurine + Threonine + Glycine + Alanine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,40,1.11,0.45,-2.22,,,,,
Xie S,Aquaculture,China,2016,235,Single,Soy,SBM + SPC,,,Y,Lysine + Methionine + Valine + Taurine + Threonine + Glycine + Alanine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,60,1.09,0.75,-4.82,,,,,
Xie S,Aquaculture,China,2016,235,Single,Soy,SBM + SPC,,,Y,Lysine + Methionine + Valine + Taurine + Threonine + Glycine + Alanine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,80,1,0.9,-6.33,,,,,
Xu QY,Asian-Australian Journal of Animal Science,China,2012,300,Single,Soy,SPI,,,Y,Lysine + Methionine + Threonine,FM,Marine fishes,Amur Sturgeon,Acipenser schrenckii,Juvenile,0,1.69,0,0,,,,,
Xu QY,Asian-Australian Journal of Animal Science,China,2012,300,Single,Soy,SPI,,,Y,Lysine + Methionine + Threonine,FM,Marine fishes,Amur Sturgeon,Acipenser schrenckii,Juvenile,25,1.64,0.7,0,,,,,
Xu QY,Asian-Australian Journal of Animal Science,China,2012,300,Single,Soy,SPI,,,Y,Lysine + Methionine + Threonine,FM,Marine fishes,Amur Sturgeon,Acipenser schrenckii,Juvenile,50,1.69,1.5,0,,,,,
Xu QY,Asian-Australian Journal of Animal Science,China,2012,300,Single,Soy,SPI,,,Y,Lysine + Methionine + Threonine,FM,Marine fishes,Amur Sturgeon,Acipenser schrenckii,Juvenile,62.5,1.76,1.9,0,,,,,
Xu QY,Asian-Australian Journal of Animal Science,China,2012,300,Single,Soy,SPI,,,Y,Lysine + Methionine + Threonine,FM,Marine fishes,Amur Sturgeon,Acipenser schrenckii,Juvenile,75,2.13,2.3,0,,,,,
Xu QY,Asian-Australian Journal of Animal Science,China,2012,300,Single,Soy,SPI,,,Y,Lysine + Methionine + Threonine,FM,Marine fishes,Amur Sturgeon,Acipenser schrenckii,Juvenile,87.5,2.41,2.7,0,,,,,
Xu QY,Asian-Australian Journal of Animal Science,China,2012,300,Single,Soy,SPI,,,Y,Lysine + Methionine + Threonine,FM,Marine fishes,Amur Sturgeon,Acipenser schrenckii,Juvenile,100,2.73,3.1,0,,,,,
Xu QY,Asian-Australian Journal of Animal Science,China,2012,300.1,Single,Soy,SPI,,,Y,Lysine + Methionine + Threonine,FM,Marine fishes,Amur Sturgeon,Acipenser schrenckii,Juvenile,0,1.69,0,0,,,,,
Xu QY,Asian-Australian Journal of Animal Science,China,2012,300.1,Single,Soy,SPI,,,Y,Lysine + Methionine + Threonine,FM,Marine fishes,Amur Sturgeon,Acipenser schrenckii,Juvenile,100,2.71,3.1,0,,,,,
Xu D,Brtish Journal of Nutrition,China,2016,235,Single,Soy,SBM,,,N,,FM,Marine fishes,Turbot,Scophthalmus maximus,Juvenile,0,0.67,0,0,,,,,
Xu D,Brtish Journal of Nutrition,China,2016,235,Single,Soy,SBM,,,N,,FM,Marine fishes,Turbot,Scophthalmus maximus,Juvenile,45,0.83,2,-12.6,,,,,
Xu D,Brtish Journal of Nutrition,China,2016,235.1,Single,Soy,SBM,,,Y,Mixture,FM,Marine fishes,Turbot,Scophthalmus maximus,Juvenile,0,0.67,0,0,,,,,
Xu D,Brtish Journal of Nutrition,China,2016,235.1,Single,Soy,SBM,,,Y,Mixture,FM,Marine fishes,Turbot,Scophthalmus maximus,Juvenile,45,0.77,2,-12.6,,,,,
Yaghoubi M,Aquaculture,Iran ,2016,236,Single,Soy,SBM + SPI,,,N,,FM,Marine fishes,Silvery-black Porgy,Sparidentex hasta,Juvenile,0,1.4,0,0,,,,,
Yaghoubi M,Aquaculture,Iran ,2016,236,Single,Soy,SBM + SPI,,,N,,FM,Marine fishes,Silvery-black Porgy,Sparidentex hasta,Juvenile,15,1.4,1,-1.5,,,,,
Yaghoubi M,Aquaculture,Iran ,2016,236,Single,Soy,SBM + SPI,,,N,,FM,Marine fishes,Silvery-black Porgy,Sparidentex hasta,Juvenile,30,1.6,3,-4,,,,,
Yaghoubi M,Aquaculture,Iran ,2016,236,Single,Soy,SBM + SPI,,,N,,FM,Marine fishes,Silvery-black Porgy,Sparidentex hasta,Juvenile,45,1.5,4,-6,,,,,
Yaghoubi M,Aquaculture,Iran ,2016,236,Single,Soy,SBM + SPI,,,N,,FM,Marine fishes,Silvery-black Porgy,Sparidentex hasta,Juvenile,60,1.7,5,-10,,,,,
Yaghoubi M,Aquaculture,Iran ,2016,236,Single,Soy,SBM + SPI,,,N,,FM,Marine fishes,Silvery-black Porgy,Sparidentex hasta,Juvenile,75,1.7,5.5,-14,,,,,
Yamamoto T,Aquaculture,Japan,2010,237,Single,Soy,SBM,,,Y,Arginine + Trytophan + Lysine + Methionine + Threonine + Valine + Histidine,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Fingerlings,0,1.05,0,0,,,,,
Yamamoto T,Aquaculture,Japan,2010,237,Single,Soy,SBM,,,Y,Arginine + Trytophan + Lysine + Methionine + Threonine + Valine + Histidine,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Fingerlings,100,1.16,3.82,2.08,,,,,
Yamamoto T,Aquaculture,Japan,2010,237.1,Single,Soy,Fermented SBM,,,Y,Arginine + Trytophan + Lysine + Methionine + Threonine + Valine + Histidine,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Fingerlings,0,1.05,0,0,,,,,
Yamamoto T,Aquaculture,Japan,2010,237.1,Single,Soy,Fermented SBM,,,Y,Arginine + Trytophan + Lysine + Methionine + Threonine + Valine + Histidine,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Fingerlings,100,1.08,3.78,2.47,,,,,
Yamamoto T,Aquaculture,Japan,2010,237.2,Single,Soy,Fermented SBM,,,Y,Arginine + Trytophan + Lysine + Methionine + Threonine + Valine + Histidine,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Fingerlings,0,1.05,0,0,,,,,
Yamamoto T,Aquaculture,Japan,2010,237.2,Single,Soy,Fermented SBM,,,Y,Arginine + Trytophan + Lysine + Methionine + Threonine + Valine + Histidine,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Fingerlings,100,1.02,3.62,2.39,,,,,
Yang Y,The Israeli Journal of Aquaculture,China,2014,238,Single,Soy,SPC,,,N,,FM,Catfish,Dark-barbel Catfish,Pelteobagrus vachelli,Juvenile,0,1.29,0,0,,,,,
Yang Y,The Israeli Journal of Aquaculture,China,2014,238,Single,Soy,SPC,,,N,,FM,Catfish,Dark-barbel Catfish,Pelteobagrus vachelli,Juvenile,20,1.26,0.61,-0.14,,,,,
Yang Y,The Israeli Journal of Aquaculture,China,2014,238,Single,Soy,SPC,,,N,,FM,Catfish,Dark-barbel Catfish,Pelteobagrus vachelli,Juvenile,40,1.23,1.23,-0.28,,,,,
Yang Y,The Israeli Journal of Aquaculture,China,2014,238,Single,Soy,SPC,,,N,,FM,Catfish,Dark-barbel Catfish,Pelteobagrus vachelli,Juvenile,60,1.2,1.84,-0.42,,,,,
Yang Y,The Israeli Journal of Aquaculture,China,2014,238,Single,Soy,SPC,,,N,,FM,Catfish,Dark-barbel Catfish,Pelteobagrus vachelli,Juvenile,80,1.2,2.44,-0.55,,,,,
Yang Y,The Israeli Journal of Aquaculture,China,2014,238,Single,Soy,SPC,,,N,,FM,Catfish,Dark-barbel Catfish,Pelteobagrus vachelli,Juvenile,100,1.2,3.06,-0.7,,,,,
Yang Q,Journal of Ocean University China,China,2015,239,Single,Soy,Extruded SBM,,,Y,Lysine + Methionine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,0,1.26,0,0,,,,,
Yang Q,Journal of Ocean University China,China,2015,239,Single,Soy,Extruded SBM,,,Y,Lysine + Methionine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,10,1.26,0.1,0,,,,,
Yang Q,Journal of Ocean University China,China,2015,239,Single,Soy,Extruded SBM,,,Y,Lysine + Methionine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,20,1.34,0.2,0,,,,,
Yang Q,Journal of Ocean University China,China,2015,239,Single,Soy,Extruded SBM,,,Y,Lysine + Methionine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,30,1.37,0.3,0,,,,,
Yang Q,Journal of Ocean University China,China,2015,239,Single,Soy,Extruded SBM,,,Y,Lysine + Methionine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,40,1.51,0.39,0,,,,,
Yang Q,Journal of Ocean University China,China,2015,239,Single,Soy,Extruded SBM,,,Y,Lysine + Methionine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,60,1.48,0.59,0,,,,,
Yang Y-H,Aquaculture International ,China,2011,240,Single,Soy,SBM with phytase,,,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Juvenile,0,1.29,0,0,,,,,
Yang Y-H,Aquaculture International ,China,2011,240,Single,Soy,SBM with phytase,,,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Juvenile,20,1.19,0.25,0,,,,,
Yang Y-H,Aquaculture International ,China,2011,240,Single,Soy,SBM with phytase,,,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Juvenile,40,1.24,0.51,0,,,,,
Yang Y-H,Aquaculture International ,China,2011,240,Single,Soy,SBM with phytase,,,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Juvenile,60,1.31,0.75,0,,,,,
Yang Y-H,Aquaculture International ,China,2011,240,Single,Soy,SBM with phytase,,,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Juvenile,80,1.56,1,0,,,,,
Ye J,Aquaculture International ,China,2011,241,Single,Soy,SBM,,,N,,FM,Marine fishes,Olive Flounder,Paralichthys olivaceus,Juvenile,0,1.14,0,0,,,,,
Ye J,Aquaculture International ,China,2011,241,Single,Soy,SBM,,,N,,FM,Marine fishes,Olive Flounder,Paralichthys olivaceus,Juvenile,7,1.16,0.3,-1.6,,,,,
Ye J,Aquaculture International ,China,2011,241,Single,Soy,SBM,,,N,,FM,Marine fishes,Olive Flounder,Paralichthys olivaceus,Juvenile,18,1.21,0.8,-3.3,,,,,
Ye J,Aquaculture International ,China,2011,241,Single,Soy,SBM,,,N,,FM,Marine fishes,Olive Flounder,Paralichthys olivaceus,Juvenile,40,1.35,1.8,-10,,,,,
Yigit M,Journal of Marine Science and Technology,Turkey ,2010,242,Single,Soy,SBM,,,N,,FM,Marine fishes,Black Sea Turbot,Psetta maeotica,Juvenile,0,0.86,0,0,,,,,
Yigit M,Journal of Marine Science and Technology,Turkey ,2010,242,Single,Soy,SBM,,,N,,FM,Marine fishes,Black Sea Turbot,Psetta maeotica,Juvenile,10,0.86,0.3,-3.6,,,,,
Yigit M,Journal of Marine Science and Technology,Turkey ,2010,242,Single,Soy,SBM,,,N,,FM,Marine fishes,Black Sea Turbot,Psetta maeotica,Juvenile,20,0.87,0.6,-7,,,,,
Yu DH,Aquaculture Nutrition,China,2012,243,Single,Soy,SBM,,,N,,FM,Freshwater fishes,Chinese Suckerfish,Myxocyprinus asiaticus,Juvenile,0,1.46,0,0,,,,,
Yu DH,Aquaculture Nutrition,China,2012,243,Single,Soy,SBM,,,N,,FM,Freshwater fishes,Chinese Suckerfish,Myxocyprinus asiaticus,Juvenile,20,1.46,0.3,0,,,,,
Yu DH,Aquaculture Nutrition,China,2012,243,Single,Soy,SBM,,,N,,FM,Freshwater fishes,Chinese Suckerfish,Myxocyprinus asiaticus,Juvenile,40,1.46,0.9,0,,,,,
Yu DH,Aquaculture Nutrition,China,2012,243,Single,Soy,SBM,,,N,,FM,Freshwater fishes,Chinese Suckerfish,Myxocyprinus asiaticus,Juvenile,60,1.5,1.8,0,,,,,
Yu DH,Aquaculture Nutrition,China,2012,243,Single,Soy,SBM,,,N,,FM,Freshwater fishes,Chinese Suckerfish,Myxocyprinus asiaticus,Juvenile,80,1.52,2,0,,,,,
Yu DH,Aquaculture Nutrition,China,2012,243,Single,Soy,SBM,,,N,,FM,Freshwater fishes,Chinese Suckerfish,Myxocyprinus asiaticus,Juvenile,100,1.54,2.8,0,,,,,
Yu DH,Aquaculture Research,China,2013,244,Single,Soy,SBM,,,N,,FM,Freshwater fishes,Chinese Suckerfish,Myxocyprinus asiaticus,Juvenile,0,1.49,0,0,,,,,
Yu DH,Aquaculture Research,China,2013,244,Single,Soy,SBM,,,N,,FM,Freshwater fishes,Chinese Suckerfish,Myxocyprinus asiaticus,Juvenile,30,1.49,1,-4,,,,,
Yuan DC,Aquaculture Nutrition,China,2012,245,Single,Soy,Fermented SBM,,,N,,FM,Freshwater fishes,Chinese Suckerfish,Myxocyprinus asiaticus,Juvenile,0,1.44,0,0,,,,,
Yuan DC,Aquaculture Nutrition,China,2012,245,Single,Soy,Fermented SBM,,,N,,FM,Freshwater fishes,Chinese Suckerfish,Myxocyprinus asiaticus,Juvenile,15,1.49,0.7,-0.2,,,,,
Yuan DC,Aquaculture Nutrition,China,2012,245,Single,Soy,Fermented SBM,,,N,,FM,Freshwater fishes,Chinese Suckerfish,Myxocyprinus asiaticus,Juvenile,25,1.53,1.3,-0.4,,,,,
Yuan DC,Aquaculture Nutrition,China,2012,245,Single,Soy,Fermented SBM,,,N,,FM,Freshwater fishes,Chinese Suckerfish,Myxocyprinus asiaticus,Juvenile,35,1.57,1.9,-0.6,,,,,
Yuan DC,Aquaculture Nutrition,China,2012,245,Single,Soy,Fermented SBM,,,N,,FM,Freshwater fishes,Chinese Suckerfish,Myxocyprinus asiaticus,Juvenile,45,1.69,2.5,-0.8,,,,,
Yuan DC,Aquaculture Nutrition,China,2012,245,Single,Soy,Fermented SBM,,,N,,FM,Freshwater fishes,Chinese Suckerfish,Myxocyprinus asiaticus,Juvenile,55,1.7,3.1,-1,,,,,
Yuan DC,Aquaculture Nutrition,China,2012,245,Single,Soy,Fermented SBM,,,N,,FM,Freshwater fishes,Chinese Suckerfish,Myxocyprinus asiaticus,Juvenile,65,1.81,3.7,-1.2,,,,,
Yue Y-R,Aquaculture Research,China,2012,246,Mixture,Soy,SBM,Crops,Peanut meal,Y,Lysine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,0,1.25,0,0,,,,,
Yue Y-R,Aquaculture Research,China,2012,246,Mixture,Soy,SBM,Crops,Peanut meal,Y,Lysine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,33,1.3,0.5,0,,,,,
Yue Y-R,Aquaculture Research,China,2012,246,Mixture,Soy,SBM,Crops,Peanut meal,Y,Lysine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,50,1.34,0.7,0,,,,,
Yue Y-R,Aquaculture Research,China,2012,246,Mixture,Soy,SBM,Crops,Peanut meal,Y,Lysine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,66,1.42,0.9,0,,,,,
Yue Y-R,Aquaculture Research,China,2012,246,Mixture,Soy,SBM,Crops,Peanut meal,Y,Lysine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,83,1.59,1.1,0,,,,,
Zhang YQ,Animal Feed Science and Technology,China,2014,247,Single,Soy,SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,0,1.31,0,0,,,,,
Zhang YQ,Animal Feed Science and Technology,China,2014,247,Single,Soy,SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,25,1.39,0.3,-4.7,,,,,
Zhang YQ,Animal Feed Science and Technology,China,2014,247,Single,Soy,SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,50,1.47,0.6,-10,,,,,
Zhang YQ,Animal Feed Science and Technology,China,2014,247,Single,Soy,SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,75,1.73,0.9,-15.6,,,,,
Zhang YQ,Animal Feed Science and Technology,China,2014,247.1,Single,Soy,Fermented SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,0,1.31,0,0,,,,,
Zhang YQ,Animal Feed Science and Technology,China,2014,247.1,Single,Soy,Fermented SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,25,1.22,0.3,-1.4,,,,,
Zhang YQ,Animal Feed Science and Technology,China,2014,247.1,Single,Soy,Fermented SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,50,1.44,0.6,-3.9,,,,,
Zhang YQ,Animal Feed Science and Technology,China,2014,247.1,Single,Soy,Fermented SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,75,1.65,0.9,-6.2,,,,,
Zhang YQ,Animal Feed Science and Technology,China,2014,247.2,Single,Soy,Gamma IR SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,0,1.31,0,0,,,,,
Zhang YQ,Animal Feed Science and Technology,China,2014,247.2,Single,Soy,Gamma IR SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,25,1.31,0.3,-5.2,,,,,
Zhang YQ,Animal Feed Science and Technology,China,2014,247.2,Single,Soy,Gamma IR SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,50,1.32,0.6,-10.6,,,,,
Zhang YQ,Animal Feed Science and Technology,China,2014,247.2,Single,Soy,Gamma IR SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,75,1.43,0.9,-16.5,,,,,
Zhang B,The Israeli Journal of Aquaculture,China,2016,248,Single,Soy,SBM,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,Turbot,Scophthalmus maximus,Juvenile,0,0.7,0,0,,,,,
Zhang B,The Israeli Journal of Aquaculture,China,2016,248,Single,Soy,SBM,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,Turbot,Scophthalmus maximus,Juvenile,30,0.79,1.3,-9.41,,,,,
Zhang B,The Israeli Journal of Aquaculture,China,2016,248,Single,Soy,SBM,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,Turbot,Scophthalmus maximus,Juvenile,45,0.88,2.4,-13.43,,,,,
Zhang B,The Israeli Journal of Aquaculture,China,2016,248,Single,Soy,SBM,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,Turbot,Scophthalmus maximus,Juvenile,60,1.1,3.1,-18.49,,,,,
Zhang B,The Israeli Journal of Aquaculture,China,2016,248.1,Single,Soy,Fermented SBM with phytase,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,Turbot,Scophthalmus maximus,Juvenile,0,0.7,0,0,,,,,
Zhang B,The Israeli Journal of Aquaculture,China,2016,248.1,Single,Soy,Fermented SBM with phytase,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,Turbot,Scophthalmus maximus,Juvenile,30,0.7,1.3,-6.75,,,,,
Zhang B,The Israeli Journal of Aquaculture,China,2016,248.1,Single,Soy,Fermented SBM with phytase,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,Turbot,Scophthalmus maximus,Juvenile,45,0.78,2.4,-10.16,,,,,
Zhang B,The Israeli Journal of Aquaculture,China,2016,248.1,Single,Soy,Fermented SBM with phytase,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,Turbot,Scophthalmus maximus,Juvenile,60,0.93,3.1,-12.99,,,,,
Zhang C,Aquaculture,China,2018,249,Single,Soy,SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,0,1.09,0,0,,,,,
Zhang C,Aquaculture,China,2018,249,Single,Soy,SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,50,1.16,1.7,-12.68,,,,,
Zhang C,Aquaculture,China,2018,249,Single,Soy,SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,75,1.22,3.4,-20.97,,,,,
Zhang Y,Aquaculture Research,China,2016,250,Single,Soy,SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,0,1.06,0,0,,,,,
Zhang Y,Aquaculture Research,China,2016,250,Single,Soy,SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,20,1.11,0,-4.2,,,,,
Zhang Y,Aquaculture Research,China,2016,250,Single,Soy,SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,40,1.15,0.1,-8.6,,,,,
Zhang Y,Aquaculture Research,China,2016,250,Single,Soy,SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,60,1.22,0.1,-12.6,,,,,
Zhang Y,Aquaculture Research,China,2016,250,Single,Soy,SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,80,1.44,0.1,-15.7,,,,,
Zhang Y,Aquaculture Research,China,2016,250.1,Single,Soy,SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,0,1.06,0,0,,,,,
Zhang Y,Aquaculture Research,China,2016,250.1,Single,Soy,SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,60,1.2,0.1,-12.9,,,,,
Zhang Y,Aquaculture Research,China,2016,250.1,Single,Soy,SBM,,,Y,Lysine + Methionine,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,80,1.39,0.1,-16.1,,,,,
Zhao H,Aquaculture Nutrition,China,2010,251,Single,Soy,SPC,,,Y,Lysine + Methionine,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,0,0.95,0,0,,,,,
Zhao H,Aquaculture Nutrition,China,2010,251,Single,Soy,SPC,,,Y,Lysine + Methionine,FM,Marine fishes,Japanese Seabass,Lateolabrax japonicus,Juvenile,100,1.01,0.4,1,,,,,
